encodings,"(1, 2, 3)","(1, 1, 1, 4)","(1, 1, 1, 1, 1, 2)","(8,)","(1,)","(1, 1, 1, 1, 3)","(2, 2)","(3,)","(1, 1, 1, 5)","(1, 1, 5)","(1, 1, 2, 2, 2)","(1, 2, 5)","(1, 3)","(1, 1, 2)","(1, 4)","(2, 6)","(5,)","(1, 2, 2)","(3, 3)","(3, 4)","(1, 1, 1, 1, 1, 3)","(6,)","(1, 1, 1, 1, 1)","(1, 1, 1, 2, 2)","(1, 1, 3, 3)","(1, 1, 1)","(2, 3, 3)","(1, 1)","(1, 1, 1, 1)","(2, 2, 2, 2)","(4,)","(1, 2)","(2, 5)","(1, 1, 1, 1, 2, 2)","(1, 1, 1, 1, 1, 1)","(2, 2, 4)","(1, 1, 1, 2, 3)","(1, 6)","(2, 2, 3)","(4, 4)","(1, 1, 1, 1, 1, 1, 2)","(7,)","(1, 7)","(1, 1, 2, 3)","(1, 1, 1, 1, 4)","(1, 3, 4)","(2,)","(1, 2, 2, 3)","(1, 1, 2, 2)","(1, 3, 3)","(1, 1, 6)","(1, 2, 2, 2)","(1, 1, 2, 4)","(1, 5)","(1, 1, 1, 1, 1, 1, 1, 1)","(1, 1, 1, 3)","(1, 1, 1, 1, 2)","(2, 3)","(1, 1, 4)","(3, 5)","(2, 4)","(1, 1, 1, 2)","(1, 1, 3)","(1, 1, 1, 1, 1, 1, 1)","(1, 2, 4)","(2, 2, 2)"
"[0, 0, 0, 0, 0, 3, 4, 4]",0,0,,6912,8,,56,192,0,0,,0,184,0,624,480,2480,0,48,48,,5856,,,0,0,0,16,0,0,776,48,528,,,0,,2640,0,0,,9072,2160,0,,0,40,0,0,0,0,0,0,1584,,0,,112,0,48,288,0,0,,0,0
"[0, 0, 0, 0, 0, 3, 4, 5]",0,0,,5184,8,,76,174,0,0,,0,194,0,624,528,2080,0,96,96,,4728,,,0,0,0,18,0,0,676,54,624,,,0,,2400,0,0,,7056,1872,0,,0,38,0,0,0,0,0,0,1512,,0,,152,0,96,360,0,0,,0,0
"[0, 0, 0, 0, 0, 3, 4, 6]",0,0,,3456,8,,96,156,0,0,,0,204,0,624,576,1680,0,144,144,,3600,,,0,0,0,20,0,0,576,60,720,,,0,,2160,0,0,,5040,1584,0,,0,36,0,0,0,0,0,0,1440,,0,,192,0,144,432,0,0,,0,0
"[0, 0, 0, 0, 0, 3, 4, 7]",12,0,,1728,8,,68,144,0,288,,24,212,20,652,432,1380,8,72,72,,2664,,,0,12,0,22,0,0,508,60,528,,,0,,2136,0,0,,3192,1464,0,,0,34,0,0,0,240,0,0,1476,,0,,132,168,72,312,0,64,,24,0
"[0, 0, 0, 0, 0, 3, 5, 5]",0,0,,3456,8,,96,156,0,0,,0,204,0,624,576,1680,0,144,144,,3600,,,0,0,0,20,0,0,576,60,720,,,0,,2160,0,0,,5040,1584,0,,0,36,0,0,0,0,0,0,1440,,0,,192,0,144,432,0,0,,0,0
"[0, 0, 0, 0, 0, 3, 5, 6]",0,0,,2304,8,,120,138,0,0,,0,210,0,600,576,1320,0,216,216,,2664,,,0,0,0,22,0,0,480,66,792,,,0,,1800,0,0,,3528,1224,0,,0,34,0,0,0,0,0,0,1296,,0,,240,0,216,504,0,0,,0,0
"[0, 0, 0, 0, 0, 3, 5, 7]",18,0,,1152,8,,96,126,0,192,,36,214,20,614,576,1050,12,108,108,,1872,,,0,12,0,24,0,0,416,66,720,,,0,,1644,0,0,,2100,948,0,,0,32,0,0,0,120,0,0,1278,,0,,186,132,108,432,0,56,,36,0
"[0, 0, 0, 0, 0, 3, 6, 6]",0,0,,1152,8,,144,120,0,0,,0,216,0,576,576,960,0,288,288,,1728,,,0,0,0,24,0,0,384,72,864,,,0,,1440,0,0,,2016,864,0,,0,32,0,0,0,0,0,0,1152,,0,,288,0,288,576,0,0,,0,0
"[0, 0, 0, 0, 0, 3, 6, 7]",24,0,,576,8,,124,108,0,96,,48,216,20,576,720,720,16,144,144,,1080,,,0,12,0,26,0,0,324,72,912,,,0,,1152,0,0,,1008,432,0,,0,30,0,0,0,0,0,0,1080,,0,,240,96,144,552,0,48,,48,0
"[0, 0, 0, 0, 0, 4, 4, 4]",0,0,,4608,8,,72,174,0,0,,0,198,0,648,576,2040,0,72,72,,4536,,,0,0,0,18,0,0,672,54,648,,,0,,2520,0,0,,6552,1944,0,,0,38,0,0,0,0,0,0,1584,,0,,144,0,72,360,0,0,,0,0
"[0, 0, 0, 0, 0, 4, 4, 5]",0,0,,3456,8,,96,156,0,0,,0,204,0,624,576,1680,0,144,144,,3600,,,0,0,0,20,0,0,576,60,720,,,0,,2160,0,0,,5040,1584,0,,0,36,0,0,0,0,0,0,1440,,0,,192,0,144,432,0,0,,0,0
"[0, 0, 0, 0, 0, 4, 4, 6]",0,0,,2304,8,,120,138,0,0,,0,210,0,600,576,1320,0,216,216,,2664,,,0,0,0,22,0,0,480,66,792,,,0,,1800,0,0,,3528,1224,0,,0,34,0,0,0,0,0,0,1296,,0,,240,0,216,504,0,0,,0,0
"[0, 0, 0, 0, 0, 4, 4, 7]",18,0,,1152,8,,72,129,0,432,,36,213,30,618,288,1110,12,108,108,,2016,,,0,18,0,24,0,0,432,63,432,,,0,,1764,0,0,,2268,1116,0,,0,32,0,0,0,360,0,0,1314,,0,,138,252,108,288,0,96,,36,0
"[0, 0, 0, 0, 0, 4, 5, 5]",0,0,,2304,8,,120,138,0,0,,0,210,0,600,576,1320,0,216,216,,2664,,,0,0,0,22,0,0,480,66,792,,,0,,1800,0,0,,3528,1224,0,,0,34,0,0,0,0,0,0,1296,,0,,240,0,216,504,0,0,,0,0
"[0, 0, 0, 0, 0, 4, 5, 6]",0,0,,1536,8,,148,120,0,0,,0,212,0,552,480,1000,0,324,324,,1908,,,0,0,0,24,0,0,388,72,804,,,0,,1380,0,0,,2436,900,0,,0,32,0,0,0,0,0,0,1092,,0,,296,0,324,564,0,0,,0,0
"[0, 0, 0, 0, 0, 4, 5, 7]",27,0,,768,8,,104,111,0,288,,54,211,30,561,384,815,18,162,162,,1368,,,0,18,0,26,0,0,344,69,600,,,0,,1266,0,0,,1470,702,0,,0,30,0,0,0,180,0,0,1077,,0,,199,198,162,408,0,84,,54,0
"[0, 0, 0, 0, 0, 4, 6, 6]",0,0,,768,8,,176,102,0,0,,0,214,0,504,384,680,0,432,432,,1152,,,0,0,0,26,0,0,296,78,816,,,0,,960,0,0,,1344,576,0,,0,30,0,0,0,0,0,0,888,,0,,352,0,432,624,0,0,,0,0
"[0, 0, 0, 0, 0, 4, 6, 7]",36,0,,384,8,,136,93,0,144,,72,209,30,504,480,520,24,216,216,,720,,,0,18,0,28,0,0,256,75,768,,,0,,768,0,0,,672,288,0,,0,28,0,0,0,0,0,0,840,,0,,260,144,216,528,0,72,,72,0
"[0, 0, 0, 0, 0, 5, 5, 5]",0,0,,1152,8,,144,120,0,0,,0,216,0,576,576,960,0,288,288,,1728,,,0,0,0,24,0,0,384,72,864,,,0,,1440,0,0,,2016,864,0,,0,32,0,0,0,0,0,0,1152,,0,,288,0,288,576,0,0,,0,0
"[0, 0, 0, 0, 0, 5, 5, 6]",0,0,,768,8,,176,102,0,0,,0,214,0,504,384,680,0,432,432,,1152,,,0,0,0,26,0,0,296,78,816,,,0,,960,0,0,,1344,576,0,,0,30,0,0,0,0,0,0,888,,0,,352,0,432,624,0,0,,0,0
"[0, 0, 0, 0, 0, 5, 5, 7]",36,0,,384,8,,112,96,0,384,,72,208,40,508,192,580,24,216,216,,864,,,0,24,0,28,0,0,272,72,480,,,0,,888,0,0,,840,456,0,,0,28,0,0,0,240,0,0,876,,0,,212,264,216,384,0,112,,72,0
"[0, 0, 0, 0, 0, 5, 6, 6]",0,0,,384,8,,208,84,0,0,,0,212,0,432,192,400,0,576,576,,576,,,0,0,0,28,0,0,208,84,768,,,0,,480,0,0,,672,288,0,,0,28,0,0,0,0,0,0,624,,0,,416,0,576,672,0,0,,0,0
"[0, 0, 0, 0, 0, 5, 6, 7]",48,0,,192,8,,148,78,0,192,,96,202,40,432,240,320,32,288,288,,360,,,0,24,0,30,0,0,188,78,624,,,0,,384,0,0,,336,144,0,,0,26,0,0,0,0,0,0,600,,0,,280,192,288,504,0,96,,96,0
"[0, 0, 0, 0, 1, 1, 1, 1]",0,0,,40320,8,,0,336,0,0,,0,0,0,0,0,6720,0,0,0,,20160,,,0,0,0,0,0,0,1680,0,0,,,0,,0,0,0,,40320,0,0,,0,56,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,0,0
"[0, 0, 0, 0, 1, 1, 1, 2]",0,0,,34560,8,,0,318,0,0,,0,30,0,120,0,6120,0,0,0,,18000,,,0,0,0,2,0,0,1560,6,0,,,0,,720,0,0,,35280,720,0,,0,54,0,0,0,0,0,0,360,,0,,0,0,0,0,0,0,,0,0
"[0, 0, 0, 0, 1, 1, 1, 3]",0,0,,28800,8,,0,300,0,0,,0,60,0,240,0,5520,0,0,0,,15840,,,0,0,0,4,0,0,1440,12,0,,,0,,1440,0,0,,30240,1440,0,,0,52,0,0,0,0,0,0,720,,0,,0,0,0,0,0,0,,0,0
"[0, 0, 0, 0, 1, 1, 1, 4]",0,0,,23040,8,,0,282,0,0,,0,90,0,360,0,4920,0,0,0,,13680,,,0,0,0,6,0,0,1320,18,0,,,0,,2160,0,0,,25200,2160,0,,0,50,0,0,0,0,0,0,1080,,0,,0,0,0,0,0,0,,0,0
"[0, 0, 0, 0, 1, 1, 1, 5]",0,0,,17280,8,,0,264,0,0,,0,120,0,480,0,4320,0,0,0,,11520,,,0,0,0,8,0,0,1200,24,0,,,0,,2880,0,0,,20160,2880,0,,0,48,0,0,0,0,0,0,1440,,0,,0,0,0,0,0,0,,0,0
"[0, 0, 0, 0, 1, 1, 1, 6]",0,0,,11520,8,,0,246,0,0,,0,150,0,600,0,3720,0,0,0,,9360,,,0,0,0,10,0,0,1080,30,0,,,0,,3600,0,0,,15120,3600,0,,0,46,0,0,0,0,0,0,1800,,0,,0,0,0,0,0,0,,0,0
"[0, 0, 0, 0, 1, 1, 1, 7]",0,0,,5760,8,,0,228,0,0,,0,180,0,720,0,3120,0,0,0,,7200,,,0,0,0,12,0,0,960,36,0,,,0,,4320,0,0,,10080,4320,0,,0,44,0,0,0,0,0,0,2160,,0,,0,0,0,0,0,0,,0,0
"[0, 0, 0, 0, 1, 1, 2, 2]",0,0,,28800,8,,0,300,0,0,,0,60,0,240,0,5520,0,0,0,,15840,,,0,0,0,4,0,0,1440,12,0,,,0,,1440,0,0,,30240,1440,0,,0,52,0,0,0,0,0,0,720,,0,,0,0,0,0,0,0,,0,0
"[0, 0, 0, 0, 1, 1, 2, 3]",0,0,,24000,8,,4,282,0,0,,0,86,0,336,48,4960,0,0,0,,13896,,,0,0,0,6,0,0,1324,18,48,,,0,,1920,0,0,,25872,1872,0,,0,50,0,0,0,0,0,0,984,,0,,8,0,0,24,0,0,,0,0
"[0, 0, 0, 0, 1, 1, 2, 4]",0,0,,19200,8,,8,264,0,0,,0,112,0,432,96,4400,0,0,0,,11952,,,0,0,0,8,0,0,1208,24,96,,,0,,2400,0,0,,21504,2304,0,,0,48,0,0,0,0,0,0,1248,,0,,16,0,0,48,0,0,,0,0
"[0, 0, 0, 0, 1, 1, 2, 5]",0,0,,14400,8,,12,246,0,0,,0,138,0,528,144,3840,0,0,0,,10008,,,0,0,0,10,0,0,1092,30,144,,,0,,2880,0,0,,17136,2736,0,,0,46,0,0,0,0,0,0,1512,,0,,24,0,0,72,0,0,,0,0
"[0, 0, 0, 0, 1, 1, 2, 6]",0,0,,9600,8,,16,228,0,0,,0,164,0,624,192,3280,0,0,0,,8064,,,0,0,0,12,0,0,976,36,192,,,0,,3360,0,0,,12768,3168,0,,0,44,0,0,0,0,0,0,1776,,0,,32,0,0,96,0,0,,0,0
"[0, 0, 0, 0, 1, 1, 2, 7]",0,0,,4800,8,,20,210,0,0,,0,190,0,720,240,2720,0,0,0,,6120,,,0,0,0,14,0,0,860,42,240,,,0,,3840,0,0,,8400,3600,0,,0,42,0,0,0,0,0,0,2040,,0,,40,0,0,120,0,0,,0,0
"[0, 0, 0, 0, 1, 1, 3, 3]",0,0,,19200,8,,8,264,0,0,,0,112,0,432,96,4400,0,0,0,,11952,,,0,0,0,8,0,0,1208,24,96,,,0,,2400,0,0,,21504,2304,0,,0,48,0,0,0,0,0,0,1248,,0,,16,0,0,48,0,0,,0,0
"[0, 0, 0, 0, 1, 1, 3, 4]",0,0,,15360,8,,16,246,0,0,,0,134,0,504,192,3880,0,0,0,,10224,,,0,0,0,10,0,0,1096,30,192,,,0,,2640,0,0,,17808,2448,0,,0,46,0,0,0,0,0,0,1416,,0,,32,0,0,96,0,0,,0,0
"[0, 0, 0, 0, 1, 1, 3, 5]",0,0,,11520,8,,24,228,0,0,,0,156,0,576,288,3360,0,0,0,,8496,,,0,0,0,12,0,0,984,36,288,,,0,,2880,0,0,,14112,2592,0,,0,44,0,0,0,0,0,0,1584,,0,,48,0,0,144,0,0,,0,0
"[0, 0, 0, 0, 1, 1, 3, 6]",0,0,,7680,8,,32,210,0,0,,0,178,0,648,384,2840,0,0,0,,6768,,,0,0,0,14,0,0,872,42,384,,,0,,3120,0,0,,10416,2736,0,,0,42,0,0,0,0,0,0,1752,,0,,64,0,0,192,0,0,,0,0
"[0, 0, 0, 0, 1, 1, 3, 7]",0,0,,3840,8,,40,192,0,0,,0,200,0,720,480,2320,0,0,0,,5040,,,0,0,0,16,0,0,760,48,480,,,0,,3360,0,0,,6720,2880,0,,0,40,0,0,0,0,0,0,1920,,0,,80,0,0,240,0,0,,0,0
"[0, 0, 0, 0, 1, 1, 4, 4]",0,0,,11520,8,,24,228,0,0,,0,156,0,576,288,3360,0,0,0,,8496,,,0,0,0,12,0,0,984,36,288,,,0,,2880,0,0,,14112,2592,0,,0,44,0,0,0,0,0,0,1584,,0,,48,0,0,144,0,0,,0,0
"[0, 0, 0, 0, 1, 1, 4, 5]",0,0,,8640,8,,36,210,0,0,,0,174,0,624,432,2880,0,0,0,,6984,,,0,0,0,14,0,0,876,42,432,,,0,,2880,0,0,,11088,2448,0,,0,42,0,0,0,0,0,0,1656,,0,,72,0,0,216,0,0,,0,0
"[0, 0, 0, 0, 1, 1, 4, 6]",0,0,,5760,8,,48,192,0,0,,0,192,0,672,576,2400,0,0,0,,5472,,,0,0,0,16,0,0,768,48,576,,,0,,2880,0,0,,8064,2304,0,,0,40,0,0,0,0,0,0,1728,,0,,96,0,0,288,0,0,,0,0
"[0, 0, 0, 0, 1, 1, 4, 7]",0,0,,2880,8,,60,174,0,0,,0,210,0,720,720,1920,0,0,0,,3960,,,0,0,0,18,0,0,660,54,720,,,0,,2880,0,0,,5040,2160,0,,0,38,0,0,0,0,0,0,1800,,0,,120,0,0,360,0,0,,0,0
"[0, 0, 0, 0, 1, 1, 5, 5]",0,0,,5760,8,,48,192,0,0,,0,192,0,672,576,2400,0,0,0,,5472,,,0,0,0,16,0,0,768,48,576,,,0,,2880,0,0,,8064,2304,0,,0,40,0,0,0,0,0,0,1728,,0,,96,0,0,288,0,0,,0,0
"[0, 0, 0, 0, 1, 1, 5, 6]",0,0,,3840,8,,64,174,0,0,,0,206,0,696,768,1960,0,0,0,,4176,,,0,0,0,18,0,0,664,54,768,,,0,,2640,0,0,,5712,1872,0,,0,38,0,0,0,0,0,0,1704,,0,,128,0,0,384,0,0,,0,0
"[0, 0, 0, 0, 1, 1, 5, 7]",0,0,,1920,8,,80,156,0,0,,0,220,0,720,960,1520,0,0,0,,2880,,,0,0,0,20,0,0,560,60,960,,,0,,2400,0,0,,3360,1440,0,,0,36,0,0,0,0,0,0,1680,,0,,160,0,0,480,0,0,,0,0
"[0, 0, 0, 0, 1, 1, 6, 6]",0,0,,1920,8,,80,156,0,0,,0,220,0,720,960,1520,0,0,0,,2880,,,0,0,0,20,0,0,560,60,960,,,0,,2400,0,0,,3360,1440,0,,0,36,0,0,0,0,0,0,1680,,0,,160,0,0,480,0,0,,0,0
"[0, 0, 0, 0, 1, 1, 6, 7]",0,0,,960,8,,100,138,0,0,,0,230,0,720,1200,1120,0,0,0,,1800,,,0,0,0,22,0,0,460,66,1200,,,0,,1920,0,0,,1680,720,0,,0,34,0,0,0,0,0,0,1560,,0,,200,0,0,600,0,0,,0,0
"[0, 0, 0, 0, 1, 2, 2, 2]",0,0,,23040,8,,0,282,0,0,,0,90,0,360,0,4920,0,0,0,,13680,,,0,0,0,6,0,0,1320,18,0,,,0,,2160,0,0,,25200,2160,0,,0,50,0,0,0,0,0,0,1080,,0,,0,0,0,0,0,0,,0,0
"[0, 0, 0, 0, 1, 2, 2, 3]",0,0,,19200,8,,8,264,0,0,,0,112,0,432,96,4400,0,0,0,,11952,,,0,0,0,8,0,0,1208,24,96,,,0,,2400,0,0,,21504,2304,0,,0,48,0,0,0,0,0,0,1248,,0,,16,0,0,48,0,0,,0,0
"[0, 0, 0, 0, 1, 2, 2, 4]",0,0,,15360,8,,16,246,0,0,,0,134,0,504,192,3880,0,0,0,,10224,,,0,0,0,10,0,0,1096,30,192,,,0,,2640,0,0,,17808,2448,0,,0,46,0,0,0,0,0,0,1416,,0,,32,0,0,96,0,0,,0,0
"[0, 0, 0, 0, 1, 2, 2, 5]",0,0,,11520,8,,24,228,0,0,,0,156,0,576,288,3360,0,0,0,,8496,,,0,0,0,12,0,0,984,36,288,,,0,,2880,0,0,,14112,2592,0,,0,44,0,0,0,0,0,0,1584,,0,,48,0,0,144,0,0,,0,0
"[0, 0, 0, 0, 1, 2, 2, 6]",0,0,,7680,8,,32,210,0,0,,0,178,0,648,384,2840,0,0,0,,6768,,,0,0,0,14,0,0,872,42,384,,,0,,3120,0,0,,10416,2736,0,,0,42,0,0,0,0,0,0,1752,,0,,64,0,0,192,0,0,,0,0
"[0, 0, 0, 0, 1, 2, 2, 7]",0,0,,3840,8,,16,195,0,240,,0,199,10,724,192,2380,0,0,0,,5184,,,0,6,0,16,0,0,776,45,192,,,0,,3480,0,0,,6888,3048,0,,0,40,0,0,0,240,0,0,1956,,0,,32,120,0,96,0,40,,0,0
"[0, 0, 0, 0, 1, 2, 3, 3]",0,0,,15360,8,,16,246,0,0,,0,134,0,504,192,3880,0,0,0,,10224,,,0,0,0,10,0,0,1096,30,192,,,0,,2640,0,0,,17808,2448,0,,0,46,0,0,0,0,0,0,1416,,0,,32,0,0,96,0,0,,0,0
"[0, 0, 0, 0, 1, 2, 3, 4]",0,0,,12288,8,,28,228,0,0,,0,152,0,552,288,3400,0,12,12,,8700,,,0,0,0,12,0,0,988,36,300,,,0,,2700,0,0,,14700,2412,0,,0,44,0,0,0,0,0,0,1500,,0,,56,0,12,156,0,0,,0,0
"[0, 0, 0, 0, 1, 2, 3, 5]",0,0,,9216,8,,40,210,0,0,,0,170,0,600,384,2920,0,24,24,,7176,,,0,0,0,14,0,0,880,42,408,,,0,,2760,0,0,,11592,2376,0,,0,42,0,0,0,0,0,0,1584,,0,,80,0,24,216,0,0,,0,0
"[0, 0, 0, 0, 1, 2, 3, 6]",0,0,,6144,8,,52,192,0,0,,0,188,0,648,480,2440,0,36,36,,5652,,,0,0,0,16,0,0,772,48,516,,,0,,2820,0,0,,8484,2340,0,,0,40,0,0,0,0,0,0,1668,,0,,104,0,36,276,0,0,,0,0
"[0, 0, 0, 0, 1, 2, 3, 7]",3,0,,3072,8,,40,177,0,192,,6,205,10,705,384,2015,2,18,18,,4248,,,0,6,0,18,0,0,680,51,408,,,0,,2994,0,0,,5502,2430,0,,0,38,0,0,0,180,0,0,1797,,0,,79,102,18,216,0,36,,6,0
"[0, 0, 0, 0, 1, 2, 4, 4]",0,0,,9216,8,,40,210,0,0,,0,170,0,600,384,2920,0,24,24,,7176,,,0,0,0,14,0,0,880,42,408,,,0,,2760,0,0,,11592,2376,0,,0,42,0,0,0,0,0,0,1584,,0,,80,0,24,216,0,0,,0,0
"[0, 0, 0, 0, 1, 2, 4, 5]",0,0,,6912,8,,56,192,0,0,,0,184,0,624,480,2480,0,48,48,,5856,,,0,0,0,16,0,0,776,48,528,,,0,,2640,0,0,,9072,2160,0,,0,40,0,0,0,0,0,0,1584,,0,,112,0,48,288,0,0,,0,0
"[0, 0, 0, 0, 1, 2, 4, 6]",0,0,,4608,8,,72,174,0,0,,0,198,0,648,576,2040,0,72,72,,4536,,,0,0,0,18,0,0,672,54,648,,,0,,2520,0,0,,6552,1944,0,,0,38,0,0,0,0,0,0,1584,,0,,144,0,72,360,0,0,,0,0
"[0, 0, 0, 0, 1, 2, 4, 7]",6,0,,2304,8,,64,159,0,144,,12,211,10,686,576,1650,4,36,36,,3312,,,0,6,0,20,0,0,584,57,624,,,0,,2508,0,0,,4116,1812,0,,0,36,0,0,0,120,0,0,1638,,0,,126,84,36,336,0,32,,12,0
"[0, 0, 0, 0, 1, 2, 5, 5]",0,0,,4608,8,,72,174,0,0,,0,198,0,648,576,2040,0,72,72,,4536,,,0,0,0,18,0,0,672,54,648,,,0,,2520,0,0,,6552,1944,0,,0,38,0,0,0,0,0,0,1584,,0,,144,0,72,360,0,0,,0,0
"[0, 0, 0, 0, 1, 2, 5, 6]",0,0,,3072,8,,92,156,0,0,,0,208,0,648,672,1640,0,108,108,,3420,,,0,0,0,20,0,0,572,60,780,,,0,,2220,0,0,,4620,1548,0,,0,36,0,0,0,0,0,0,1500,,0,,184,0,108,444,0,0,,0,0
"[0, 0, 0, 0, 1, 2, 5, 7]",9,0,,1536,8,,88,141,0,96,,18,217,10,667,768,1285,6,54,54,,2376,,,0,6,0,22,0,0,488,63,840,,,0,,2022,0,0,,2730,1194,0,,0,34,0,0,0,60,0,0,1479,,0,,173,66,54,456,0,28,,18,0
"[0, 0, 0, 0, 1, 2, 6, 6]",0,0,,1536,8,,112,138,0,0,,0,218,0,648,768,1240,0,144,144,,2304,,,0,0,0,22,0,0,472,66,912,,,0,,1920,0,0,,2688,1152,0,,0,34,0,0,0,0,0,0,1416,,0,,224,0,144,528,0,0,,0,0
"[0, 0, 0, 0, 1, 2, 6, 7]",12,0,,768,8,,112,123,0,48,,24,223,10,648,960,920,8,72,72,,1440,,,0,6,0,24,0,0,392,69,1056,,,0,,1536,0,0,,1344,576,0,,0,32,0,0,0,0,0,0,1320,,0,,220,48,72,576,0,24,,24,0
"[0, 0, 0, 0, 1, 3, 3, 3]",0,0,,11520,8,,24,228,0,0,,0,156,0,576,288,3360,0,0,0,,8496,,,0,0,0,12,0,0,984,36,288,,,0,,2880,0,0,,14112,2592,0,,0,44,0,0,0,0,0,0,1584,,0,,48,0,0,144,0,0,,0,0
"[0, 0, 0, 0, 1, 3, 3, 4]",0,0,,9216,8,,40,210,0,0,,0,170,0,600,384,2920,0,24,24,,7176,,,0,0,0,14,0,0,880,42,408,,,0,,2760,0,0,,11592,2376,0,,0,42,0,0,0,0,0,0,1584,,0,,80,0,24,216,0,0,,0,0
"[0, 0, 0, 0, 1, 3, 3, 5]",0,0,,6912,8,,56,192,0,0,,0,184,0,624,480,2480,0,48,48,,5856,,,0,0,0,16,0,0,776,48,528,,,0,,2640,0,0,,9072,2160,0,,0,40,0,0,0,0,0,0,1584,,0,,112,0,48,288,0,0,,0,0
"[0, 0, 0, 0, 1, 3, 3, 6]",0,0,,4608,8,,72,174,0,0,,0,198,0,648,576,2040,0,72,72,,4536,,,0,0,0,18,0,0,672,54,648,,,0,,2520,0,0,,6552,1944,0,,0,38,0,0,0,0,0,0,1584,,0,,144,0,72,360,0,0,,0,0
"[0, 0, 0, 0, 1, 3, 3, 7]",6,0,,2304,8,,40,162,0,384,,12,210,20,690,288,1710,4,36,36,,3456,,,0,12,0,20,0,0,600,54,336,,,0,,2628,0,0,,4284,1980,0,,0,36,0,0,0,360,0,0,1674,,0,,78,204,36,192,0,72,,12,0
"[0, 0, 0, 0, 1, 3, 4, 4]",0,0,,6912,8,,56,192,0,0,,0,184,0,624,480,2480,0,48,48,,5856,,,0,0,0,16,0,0,776,48,528,,,0,,2640,0,0,,9072,2160,0,,0,40,0,0,0,0,0,0,1584,,0,,112,0,48,288,0,0,,0,0
"[0, 0, 0, 0, 1, 3, 4, 5]",0,0,,5184,8,,76,174,0,0,,0,194,0,624,528,2080,0,96,96,,4728,,,0,0,0,18,0,0,676,54,624,,,0,,2400,0,0,,7056,1872,0,,0,38,0,0,0,0,0,0,1512,,0,,152,0,96,360,0,0,,0,0
"[0, 0, 0, 0, 1, 3, 4, 6]",0,0,,3456,8,,96,156,0,0,,0,204,0,624,576,1680,0,144,144,,3600,,,0,0,0,20,0,0,576,60,720,,,0,,2160,0,0,,5040,1584,0,,0,36,0,0,0,0,0,0,1440,,0,,192,0,144,432,0,0,,0,0
"[0, 0, 0, 0, 1, 3, 4, 7]",12,0,,1728,8,,68,144,0,288,,24,212,20,652,432,1380,8,72,72,,2664,,,0,12,0,22,0,0,508,60,528,,,0,,2136,0,0,,3192,1464,0,,0,34,0,0,0,240,0,0,1476,,0,,132,168,72,312,0,64,,24,0
"[0, 0, 0, 0, 1, 3, 5, 5]",0,0,,3456,8,,96,156,0,0,,0,204,0,624,576,1680,0,144,144,,3600,,,0,0,0,20,0,0,576,60,720,,,0,,2160,0,0,,5040,1584,0,,0,36,0,0,0,0,0,0,1440,,0,,192,0,144,432,0,0,,0,0
"[0, 0, 0, 0, 1, 3, 5, 6]",0,0,,2304,8,,120,138,0,0,,0,210,0,600,576,1320,0,216,216,,2664,,,0,0,0,22,0,0,480,66,792,,,0,,1800,0,0,,3528,1224,0,,0,34,0,0,0,0,0,0,1296,,0,,240,0,216,504,0,0,,0,0
"[0, 0, 0, 0, 1, 3, 5, 7]",18,0,,1152,8,,96,126,0,192,,36,214,20,614,576,1050,12,108,108,,1872,,,0,12,0,24,0,0,416,66,720,,,0,,1644,0,0,,2100,948,0,,0,32,0,0,0,120,0,0,1278,,0,,186,132,108,432,0,56,,36,0
"[0, 0, 0, 0, 1, 3, 6, 6]",0,0,,1152,8,,144,120,0,0,,0,216,0,576,576,960,0,288,288,,1728,,,0,0,0,24,0,0,384,72,864,,,0,,1440,0,0,,2016,864,0,,0,32,0,0,0,0,0,0,1152,,0,,288,0,288,576,0,0,,0,0
"[0, 0, 0, 0, 1, 3, 6, 7]",24,0,,576,8,,124,108,0,96,,48,216,20,576,720,720,16,144,144,,1080,,,0,12,0,26,0,0,324,72,912,,,0,,1152,0,0,,1008,432,0,,0,30,0,0,0,0,0,0,1080,,0,,240,96,144,552,0,48,,48,0
"[0, 0, 0, 0, 1, 4, 4, 4]",0,0,,4608,8,,72,174,0,0,,0,198,0,648,576,2040,0,72,72,,4536,,,0,0,0,18,0,0,672,54,648,,,0,,2520,0,0,,6552,1944,0,,0,38,0,0,0,0,0,0,1584,,0,,144,0,72,360,0,0,,0,0
"[0, 0, 0, 0, 1, 4, 4, 5]",0,0,,3456,8,,96,156,0,0,,0,204,0,624,576,1680,0,144,144,,3600,,,0,0,0,20,0,0,576,60,720,,,0,,2160,0,0,,5040,1584,0,,0,36,0,0,0,0,0,0,1440,,0,,192,0,144,432,0,0,,0,0
"[0, 0, 0, 0, 1, 4, 4, 6]",0,0,,2304,8,,120,138,0,0,,0,210,0,600,576,1320,0,216,216,,2664,,,0,0,0,22,0,0,480,66,792,,,0,,1800,0,0,,3528,1224,0,,0,34,0,0,0,0,0,0,1296,,0,,240,0,216,504,0,0,,0,0
"[0, 0, 0, 0, 1, 4, 4, 7]",18,0,,1152,8,,72,129,0,432,,36,213,30,618,288,1110,12,108,108,,2016,,,0,18,0,24,0,0,432,63,432,,,0,,1764,0,0,,2268,1116,0,,0,32,0,0,0,360,0,0,1314,,0,,138,252,108,288,0,96,,36,0
